ExportDate	StudioVersionRec	StudioProjectName	StudioTestName	ParticipantName	[Q1]Value	[Q02]Value	RecordingName	RecordingDate	RecordingDuration	RecordingResolution	PresentationSequence	FixationFilter	MediaName	MediaPosX (ADCSpx)	MediaPosY (ADCSpx)	MediaWidth	MediaHeight	SegmentName	SegmentStart	SegmentEnd	SegmentDuration	SceneName	SceneSegmentStart	SceneSegmentEnd	SceneSegmentDuration	RecordingTimestamp	LocalTimeStamp	EyeTrackerTimestamp	MouseEventIndex	MouseEvent	MouseEventX (ADCSpx)	MouseEventY (ADCSpx)	MouseEventX (MCSpx)	MouseEventY (MCSpx)	KeyPressEventIndex	KeyPressEvent	StudioEventIndex	StudioEvent	StudioEventData	ExternalEventIndex	ExternalEvent	ExternalEventValue	EventMarkerValue	FixationIndex	SaccadeIndex	GazeEventType	GazeEventDuration	FixationPointX (MCSpx)	FixationPointY (MCSpx)	SaccadicAmplitude	AbsoluteSaccadicDirection	RelativeSaccadicDirection	AOI[black puppy]Hit	GazePointIndex	GazePointLeftX (ADCSpx)	GazePointLeftY (ADCSpx)	GazePointRightX (ADCSpx)	GazePointRightY (ADCSpx)	GazePointX (ADCSpx)	GazePointY (ADCSpx)	GazePointX (MCSpx)	GazePointY (MCSpx)	GazePointLeftX (ADCSmm)	GazePointLeftY (ADCSmm)	GazePointRightX (ADCSmm)	GazePointRightY (ADCSmm)	StrictAverageGazePointX (ADCSmm)	StrictAverageGazePointY (ADCSmm)	EyePosLeftX (ADCSmm)	EyePosLeftY (ADCSmm)	EyePosLeftZ (ADCSmm)	EyePosRightX (ADCSmm)	EyePosRightY (ADCSmm)	EyePosRightZ (ADCSmm)	CamLeftX	CamLeftY	CamRightX	CamRightY	DistanceLeft	DistanceRight	PupilLeft	PupilRight	ValidityLeft	ValidityRight	IRMarkerCount	IRMarkerID	PupilGlassesRight	
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	Dog-Pictures.jpg	160	-6	1600	1092									11535	15:29:50.560	4331597413669																30		Fixation	175	875	430	7.92	102.34	175.35	1	1383	1031	394	1049	448	1040	421	880	427	283.02	188.77	287.84	173.84	285.43	181.31	227.50	330.37	597.24	296.02	325.90	593.46					674.18	674.18	3.82	4.24	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	Dog-Pictures.jpg	160	-6	1600	1092									11544	15:29:50.569	4331597422099																30		Fixation	175	875	430	7.92	102.34	175.35	1	1384	1029	364	1056	457	1042	410	882	416	282.45	196.94	289.98	171.40	286.21	184.17	227.58	330.38	597.14	296.09	325.93	593.40					674.10	674.10	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	Dog-Pictures.jpg	160	-6	1600	1092									11552	15:29:50.577	4331597430408																30		Fixation	175	875	430	7.92	102.34	175.35	1	1385	1030	377	1053	457	1041	417	881	423	282.77	193.46	288.97	171.37	285.87	182.41	227.56	330.38	597.08	296.09	325.95	593.42					674.04	674.04	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	Dog-Pictures.jpg	160	-6	1600	1092									11560	15:29:50.585	4331597438736																30		Fixation	175	875	430	7.92	102.34	175.35	1	1386	1027	385	1044	463	1035	424	875	430	281.77	191.01	286.56	169.79	284.16	180.40	227.63	330.41	597.00	296.17	326.04	593.45					673.99	673.99	3.71	4.15	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	Dog-Pictures.jpg	160	-6	1600	1092									11569	15:29:50.594	4331597447069																30		Fixation	175	875	430	7.92	102.34	175.35	1	1387	1026	395	1038	456	1032	425	872	431	281.69	188.31	284.92	171.53	283.30	179.92	227.67	330.37	596.86	296.20	326.07	593.44					673.85	673.85	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	Dog-Pictures.jpg	160	-6	1600	1092									11577	15:29:50.602	4331597455433																	39	Saccade	42						0	1388	1013	390	1031	459	1022	424	862	430	278.04	189.88	283.10	170.84	280.57	180.36	227.58	330.33	596.76	296.13	326.08	593.51					673.75	673.75	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	Dog-Pictures.jpg	160	-6	1600	1092									11585	15:29:50.610	4331597463725																	39	Saccade	42						0	1389	988	383	1012	460	1000	421	840	427	271.11	191.56	277.79	170.61	274.45	181.08	227.51	330.30	596.69	296.07	326.18	593.57					673.67	673.67	3.65	4.08	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	Dog-Pictures.jpg	160	-6	1600	1092									11594	15:29:50.619	4331597472073																	39	Saccade	42						0	1390	941	379	972	458	956	418	796	424	258.27	192.68	266.66	171.02	262.47	181.85	227.47	330.22	596.55	295.98	326.18	593.57					673.52	673.52	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	Dog-Pictures.jpg	160	-6	1600	1092									11602	15:29:50.627	4331597480342																	39	Saccade	42						0	1391	904	376	922	442	913	409	753	415	248.24	193.54	253.08	175.57	250.66	184.56	227.39	330.21	596.46	295.91	326.19	593.61					673.43	673.43	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	Dog-Pictures.jpg	160	-6	1600	1092									11610	15:29:50.635	4331597488765																	39	Saccade	42						0	1392	887	383	910	436	898	409	738	415	243.47	191.66	249.88	177.19	246.67	184.43	227.45	330.23	596.41	295.96	326.28	593.61					673.40	673.40	3.59	3.93	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	Dog-Pictures.jpg	160	-6	1600	1092									11619	15:29:50.644	4331597497043																31		Fixation	283	731	411	3.73	172.47	70.13	1	1393	883	387	900	435	891	411	731	417	242.38	190.48	246.97	177.32	244.67	183.90	227.52	330.24	596.31	296.00	326.29	593.54					673.32	673.32	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	Dog-Pictures.jpg	160	-6	1600	1092									11627	15:29:50.652	4331597505404																31		Fixation	283	731	411	3.73	172.47	70.13	1	1394	879	395	903	440	891	417	731	423	241.21	188.42	247.96	176.00	244.58	182.21	227.50	330.32	596.26	296.03	326.33	593.51					673.31	673.31	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	Dog-Pictures.jpg	160	-6	1600	1092									11635	15:29:50.660	4331597513723																31		Fixation	283	731	411	3.73	172.47	70.13	1	1395	894	360	901	441	897	400	737	406	245.26	198.12	247.20	175.82	246.23	186.97	227.59	330.43	596.22	296.09	326.44	593.43					673.33	673.33	3.51	3.86	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	Dog-Pictures.jpg	160	-6	1600	1092									11644	15:29:50.669	4331597522038																31		Fixation	283	731	411	3.73	172.47	70.13	1	1396	886	380	896	433	891	406	731	412	243.06	192.44	245.83	177.90	244.45	185.17	227.66	330.47	596.09	296.16	326.46	593.28					673.23	673.23	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	Dog-Pictures.jpg	160	-6	1600	1092									11652	15:29:50.677	4331597530398																31		Fixation	283	731	411	3.73	172.47	70.13	1	1397	896	388	899	424	897	406	737	412	246.00	190.37	246.64	180.30	246.32	185.33	227.67	330.53	595.96	296.17	326.47	593.21					673.15	673.15	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	Dog-Pictures.jpg	160	-6	1600	1092									11660	15:29:50.685	4331597538729																31		Fixation	283	731	411	3.73	172.47	70.13	1	1398	896	388	899	425	897	406	737	412	245.99	190.37	246.88	180.11	246.44	185.24	227.75	330.55	595.83	296.24	326.57	593.16					673.04	673.04	3.46	3.78	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	Dog-Pictures.jpg	160	-6	1600	1092									11669	15:29:50.694	4331597547068																31		Fixation	283	731	411	3.73	172.47	70.13	1	1399	888	390	905	429	896	409	736	415	243.76	189.63	248.32	178.93	246.04	184.28	227.84	330.49	595.61	296.30	326.58	593.07					672.82	672.82	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	Dog-Pictures.jpg	160	-6	1600	1092									11677	15:29:50.702	4331597555397																31		Fixation	283	731	411	3.73	172.47	70.13	1	1400	883	395	900	435	891	415	731	421	242.43	188.33	246.91	177.25	244.67	182.79	227.82	330.43	595.43	296.31	326.58	593.08					672.63	672.63	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	Dog-Pictures.jpg	160	-6	1600	1092									11685	15:29:50.710	4331597563762																31		Fixation	283	731	411	3.73	172.47	70.13	1	1401	885	403	889	460	887	431	727	437	242.82	186.17	244.01	170.41	243.41	178.29	227.91	330.37	595.25	296.36	326.67	593.08					672.44	672.44	3.40	3.74	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	Dog-Pictures.jpg	160	-6	1600	1092									11694	15:29:50.719	4331597572052																31		Fixation	283	731	411	3.73	172.47	70.13	1	1402	883	394	889	460	886	427	726	433	242.28	188.72	244.01	170.41	243.14	179.56	227.99	330.24	594.99	296.41	326.66	593.05					672.15	672.15	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	Dog-Pictures.jpg	160	-6	1600	1092									11702	15:29:50.727	4331597580392																31		Fixation	283	731	411	3.73	172.47	70.13	1	1403	891	384	899	448	895	416	735	422	244.56	191.30	246.86	173.74	245.71	182.52	227.95	330.13	594.73	296.40	326.68	593.09					671.87	671.87	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	Dog-Pictures.jpg	160	-6	1600	1092									11710	15:29:50.735	4331597588724																31		Fixation	283	731	411	3.73	172.47	70.13	1	1404	887	377	897	442	892	409	732	415	243.55	193.26	246.12	175.31	244.84	184.29	228.02	330.02	594.46	296.44	326.78	593.11					671.58	671.58	3.34	3.66	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	Dog-Pictures.jpg	160	-6	1600	1092									11719	15:29:50.744	4331597597053																31		Fixation	283	731	411	3.73	172.47	70.13	1	1405	891	386	897	451	894	418	734	424	244.66	190.78	246.31	172.99	245.49	181.89	228.06	329.87	594.11	296.46	326.81	593.07					671.20	671.20	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	Dog-Pictures.jpg	160	-6	1600	1092									11727	15:29:50.752	4331597605387																31		Fixation	283	731	411	3.73	172.47	70.13	1	1406	889	387	894	432	891	409	731	415	244.09	190.56	245.47	178.17	244.78	184.36	228.01	329.77	593.78	296.42	326.87	593.11					670.87	670.87	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	Dog-Pictures.jpg	160	-6	1600	1092									11735	15:29:50.760	4331597613738																31		Fixation	283	731	411	3.73	172.47	70.13	1	1407	891	389	893	429	892	409	732	415	244.44	189.93	245.11	178.96	244.78	184.44	228.07	329.66	593.51	296.45	327.01	593.14					670.58	670.58	3.30	3.60	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	Dog-Pictures.jpg	160	-6	1600	1092									11744	15:29:50.769	4331597622051																31		Fixation	283	731	411	3.73	172.47	70.13	1	1408	890	371	894	430	892	400	732	406	244.29	195.11	245.36	178.87	244.83	186.99	228.09	329.54	593.16	296.46	327.07	593.11					670.22	670.22	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	Dog-Pictures.jpg	160	-6	1600	1092									11752	15:29:50.777	4331597630447																31		Fixation	283	731	411	3.73	172.47	70.13	1	1409	889	372	897	439	893	405	733	411	244.10	194.68	246.33	176.32	245.22	185.50	228.05	329.46	592.86	296.42	327.11	593.12					669.91	669.91	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	Dog-Pictures.jpg	160	-6	1600	1092									11760	15:29:50.785	4331597638712																31		Fixation	283	731	411	3.73	172.47	70.13	1	1410	888	361	890	448	889	404	729	410	243.77	197.70	244.29	173.69	244.03	185.70	228.11	329.37	592.62	296.45	327.22	593.08					669.66	669.66	3.19	3.53	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	Dog-Pictures.jpg	160	-6	1600	1092									11769	15:29:50.794	4331597647049																31		Fixation	283	731	411	3.73	172.47	70.13	1	1411	886	347	891	445	888	396	728	402	243.08	201.67	244.67	174.53	243.88	188.10	228.14	329.23	592.30	296.47	327.22	593.00					669.31	669.31	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	Dog-Pictures.jpg	160	-6	1600	1092									11777	15:29:50.802	4331597655382																31		Fixation	283	731	411	3.73	172.47	70.13	1	1412	888	344	891	443	889	393	729	399	243.77	202.27	244.60	175.30	244.19	188.78	228.12	329.16	592.02	296.44	327.23	592.97					669.03	669.03	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	Dog-Pictures.jpg	160	-6	1600	1092									11785	15:29:50.810	4331597663739																31		Fixation	283	731	411	3.73	172.47	70.13	1	1413	880	346	891	439	885	392	725	398	241.66	201.84	244.54	176.15	243.10	189.00	228.18	329.06	591.78	296.48	327.31	592.91					668.78	668.78	3.08	3.52	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	Dog-Pictures.jpg	160	-6	1600	1092									11794	15:29:50.819	4331597672046																31		Fixation	283	731	411	3.73	172.47	70.13	1	1414	879	372	890	441	884	406	724	412	241.35	194.60	244.25	175.79	242.80	185.19	228.22	328.94	591.49	296.50	327.29	592.81					668.46	668.46	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	Dog-Pictures.jpg	160	-6	1600	1092									11802	15:29:50.827	4331597680375																31		Fixation	283	731	411	3.73	172.47	70.13	1	1415	883	364	894	443	888	403	728	409	242.35	196.81	245.31	175.25	243.83	186.03	228.21	328.88	591.26	296.49	327.30	592.77					668.24	668.24	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	Dog-Pictures.jpg	160	-6	1600	1092									11810	15:29:50.835	4331597688716																31		Fixation	283	731	411	3.73	172.47	70.13	1	1416	877	397	899	443	888	420	728	426	240.62	187.89	246.82	175.04	243.72	181.47	228.26	328.83	591.08	296.52	327.37	592.70					668.05	668.05	3.11	3.48	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	Dog-Pictures.jpg	160	-6	1600	1092									11819	15:29:50.844	4331597697046																31		Fixation	283	731	411	3.73	172.47	70.13	1	1417	897	380	897	439	897	409	737	415	246.13	192.56	246.11	176.34	246.12	184.45	228.29	328.74	590.86	296.53	327.36	592.59					667.81	667.81	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	Dog-Pictures.jpg	160	-6	1600	1092									11827	15:29:50.852	4331597705376																31		Fixation	283	731	411	3.73	172.47	70.13	1	1418	885	395	895	429	890	412	730	418	242.79	188.27	245.76	178.93	244.27	183.60	228.28	328.70	590.72	296.52	327.32	592.57					667.68	667.68	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	Dog-Pictures.jpg	160	-6	1600	1092									11835	15:29:50.860	4331597713710																31		Fixation	283	731	411	3.73	172.47	70.13	1	1419	893	346	893	439	893	392	733	398	245.01	201.84	245.23	176.28	245.12	189.06	228.32	328.69	590.66	296.53	327.37	592.54					667.62	667.62	3.08	3.52	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	Dog-Pictures.jpg	160	-6	1600	1092									11844	15:29:50.869	4331597722042																31		Fixation	283	731	411	3.73	172.47	70.13	1	1420	889	336	890	429	889	382	729	388	244.08	204.55	244.25	178.89	244.16	191.72	228.34	328.64	590.60	296.57	327.33	592.50					667.54	667.54	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	Dog-Pictures.jpg	160	-6	1600	1092									11852	15:29:50.877	4331597730437																31		Fixation	283	731	411	3.73	172.47	70.13	1	1421	903	366	891	427	897	396	737	402	247.95	196.48	244.59	179.57	246.27	188.03	228.31	328.64	590.63	296.55	327.29	592.57					667.57	667.57	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	Dog-Pictures.jpg	160	-6	1600	1092									11860	15:29:50.885	4331597738706																31		Fixation	283	731	411	3.73	172.47	70.13	1	1422	903	366	890	427	896	396	736	402	247.95	196.48	244.36	179.71	246.16	188.09	228.36	328.69	590.73	296.60	327.36	592.62					667.67	667.67	3.09	3.43	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	Dog-Pictures.jpg	160	-6	1600	1092									11869	15:29:50.894	4331597747049																31		Fixation	283	731	411	3.73	172.47	70.13	1	1423	882	354	889	433	885	393	725	399	242.18	199.73	244.13	178.03	243.16	188.88	228.39	328.69	590.80	296.63	327.33	592.66					667.73	667.73	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	Dog-Pictures.jpg	160	-6	1600	1092									11877	15:29:50.902	4331597755374																31		Fixation	283	731	411	3.73	172.47	70.13	1	1424	886	337	889	438	887	387	727	393	243.27	204.35	244.05	176.62	243.66	190.48	228.38	328.77	590.93	296.63	327.34	592.79					667.88	667.88	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	Dog-Pictures.jpg	160	-6	1600	1092									11885	15:29:50.910	4331597763708																31		Fixation	283	731	411	3.73	172.47	70.13	1	1425	865	342	895	434	880	388	720	394	237.45	203.02	245.63	177.59	241.54	190.31	228.43	328.86	591.10	296.70	327.42	592.88					668.07	668.07	2.99	3.42	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	Dog-Pictures.jpg	160	-6	1600	1092									11894	15:29:50.919	4331597772034																31		Fixation	283	731	411	3.73	172.47	70.13	1	1426	861	344	888	453	874	398	714	404	236.46	202.46	243.83	172.53	240.14	187.50	228.48	328.93	591.19	296.78	327.43	592.94					668.19	668.19	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	Dog-Pictures.jpg	160	-6	1600	1092									11902	15:29:50.927	4331597780365																	40	Saccade	33						0	1427	862	344	908	431	885	387	725	393	236.47	202.46	249.22	178.48	242.84	190.47	228.53	329.06	591.33	296.81	327.47	593.07					668.38	668.38	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	Dog-Pictures.jpg	160	-6	1600	1092									11910	15:29:50.935	4331597788698																	40	Saccade	33						0	1428	908	318	906	427	907	372	747	378	249.19	209.61	248.72	179.61	248.95	194.61	228.59	329.19	591.49	296.89	327.60	593.15					668.57	668.57	3.63	3.40	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	Dog-Pictures.jpg	160	-6	1600	1092									11919	15:29:50.944	4331597797032																	40	Saccade	33						0	1429	965	399	913	424	939	411	779	417	264.77	187.29	250.67	180.32	257.72	183.80	228.64	329.25	591.58	296.93	327.63	593.21					668.67	668.67	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	Dog-Pictures.jpg	160	-6	1600	1092									11927	15:29:50.952	4331597805367																	40	Saccade	33						0	1430	935	378	909	432	922	405	762	411	256.77	193.16	249.45	178.34	253.11	185.75	228.64	329.36	591.69	296.95	327.68	593.32					668.82	668.82	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	Dog-Pictures.jpg	160	-6	1600	1092									11935	15:29:50.960	4331597813711																		Unclassified	8						0	1431	930	362	911	434	920	398	760	404	255.33	197.49	249.95	177.68	252.64	187.58	228.68	329.46	591.81	297.03	327.77	593.38					668.98	668.98	2.84	3.37	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	Dog-Pictures.jpg	160	-6	1600	1092									11944	15:29:50.969	4331597822033																	41	Saccade	8						0	1432	927	363	913	429	920	396	760	402	254.38	197.14	250.63	179.00	252.51	188.07	228.75	329.47	591.86	297.07	327.75	593.41					669.02	669.02	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	Dog-Pictures.jpg	160	-6	1600	1092									11952	15:29:50.977	4331597830366																32		Fixation	508	767	384	1.15	36.92	224.45	1	1433	936	319	910	417	923	368	763	374	257.04	209.30	249.82	182.26	253.43	195.78	228.74	329.52	591.94	297.09	327.75	593.49					669.12	669.12	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	Dog-Pictures.jpg	160	-6	1600	1092									11960	15:29:50.985	4331597838699																32		Fixation	508	767	384	1.15	36.92	224.45	1	1434	920	348	904	434	912	391	752	397	252.52	201.23	248.17	177.78	250.34	189.51	228.79	329.61	592.07	297.16	327.80	593.54					669.27	669.27	2.81	3.34	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	Dog-Pictures.jpg	160	-6	1600	1092									11969	15:29:50.994	4331597847042																32		Fixation	508	767	384	1.15	36.92	224.45	1	1435	912	333	904	434	908	383	748	389	250.34	205.49	248.05	177.76	249.19	191.62	228.83	329.61	592.13	297.20	327.76	593.54					669.32	669.32	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	Dog-Pictures.jpg	160	-6	1600	1092									11977	15:29:51.002	4331597855360																32		Fixation	508	767	384	1.15	36.92	224.45	1	1436	907	339	925	406	916	372	756	378	249.07	203.87	253.94	185.40	251.50	194.64	228.85	329.66	592.22	297.20	327.74	593.61					669.43	669.43	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	Dog-Pictures.jpg	160	-6	1600	1092									11985	15:29:51.010	4331597863693																32		Fixation	508	767	384	1.15	36.92	224.45	1	1437	925	345	923	414	924	379	764	385	253.94	202.24	253.33	183.23	253.63	192.73	228.89	329.76	592.33	297.28	327.82	593.65					669.57	669.57	3.17	3.36	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	Dog-Pictures.jpg	160	-6	1600	1092									11994	15:29:51.019	4331597872024																32		Fixation	508	767	384	1.15	36.92	224.45	1	1438	914	337	922	414	918	375	758	381	250.83	204.23	252.99	183.18	251.91	193.70	228.95	329.80	592.42	297.33	327.81	593.65					669.65	669.65	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	Dog-Pictures.jpg	160	-6	1600	1092									12002	15:29:51.027	4331597880419																32		Fixation	508	767	384	1.15	36.92	224.45	1	1439	924	351	923	422	923	386	763	392	253.73	200.58	253.23	180.94	253.48	190.76	228.94	329.91	592.56	297.33	327.81	593.73					669.84	669.84	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	Dog-Pictures.jpg	160	-6	1600	1092									12010	15:29:51.035	4331597888695																32		Fixation	508	767	384	1.15	36.92	224.45	1	1440	916	315	919	413	917	364	757	370	251.38	210.39	252.38	183.47	251.88	196.93	229.00	330.06	592.74	297.41	327.90	593.77					670.06	670.06	2.77	3.32	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	Dog-Pictures.jpg	160	-6	1600	1092									12019	15:29:51.044	4331597897029																32		Fixation	508	767	384	1.15	36.92	224.45	1	1441	939	335	918	411	928	373	768	379	257.82	204.74	251.94	183.94	254.88	194.34	229.06	330.11	592.84	297.45	327.89	593.76					670.18	670.18	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	Dog-Pictures.jpg	160	-6	1600	1092									12027	15:29:51.052	4331597905355																32		Fixation	508	767	384	1.15	36.92	224.45	1	1442	941	320	930	393	935	356	775	362	258.27	208.94	255.33	188.90	256.80	198.92	229.05	330.21	592.95	297.46	327.93	593.82					670.32	670.32	-1.00	-1.00	0	0				
