ExportDate	StudioVersionRec	StudioProjectName	StudioTestName	ParticipantName	[Q1]Value	[Q02]Value	RecordingName	RecordingDate	RecordingDuration	RecordingResolution	PresentationSequence	FixationFilter	MediaName	MediaPosX (ADCSpx)	MediaPosY (ADCSpx)	MediaWidth	MediaHeight	SegmentName	SegmentStart	SegmentEnd	SegmentDuration	SceneName	SceneSegmentStart	SceneSegmentEnd	SceneSegmentDuration	RecordingTimestamp	LocalTimeStamp	EyeTrackerTimestamp	MouseEventIndex	MouseEvent	MouseEventX (ADCSpx)	MouseEventY (ADCSpx)	MouseEventX (MCSpx)	MouseEventY (MCSpx)	KeyPressEventIndex	KeyPressEvent	StudioEventIndex	StudioEvent	StudioEventData	ExternalEventIndex	ExternalEvent	ExternalEventValue	EventMarkerValue	FixationIndex	SaccadeIndex	GazeEventType	GazeEventDuration	FixationPointX (MCSpx)	FixationPointY (MCSpx)	SaccadicAmplitude	AbsoluteSaccadicDirection	RelativeSaccadicDirection	AOI[black puppy]Hit	GazePointIndex	GazePointLeftX (ADCSpx)	GazePointLeftY (ADCSpx)	GazePointRightX (ADCSpx)	GazePointRightY (ADCSpx)	GazePointX (ADCSpx)	GazePointY (ADCSpx)	GazePointX (MCSpx)	GazePointY (MCSpx)	GazePointLeftX (ADCSmm)	GazePointLeftY (ADCSmm)	GazePointRightX (ADCSmm)	GazePointRightY (ADCSmm)	StrictAverageGazePointX (ADCSmm)	StrictAverageGazePointY (ADCSmm)	EyePosLeftX (ADCSmm)	EyePosLeftY (ADCSmm)	EyePosLeftZ (ADCSmm)	EyePosRightX (ADCSmm)	EyePosRightY (ADCSmm)	EyePosRightZ (ADCSmm)	CamLeftX	CamLeftY	CamRightX	CamRightY	DistanceLeft	DistanceRight	PupilLeft	PupilRight	ValidityLeft	ValidityRight	IRMarkerCount	IRMarkerID	PupilGlassesRight	
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									41607	15:30:20.632	4331627485717																67		Fixation	917	769	242	0.77	210.03	205.78		4992	1159	428	1184	484	1171	456	771	229	318.10	179.25	324.91	163.91	321.51	171.58	231.89	330.93	594.82	300.28	323.63	588.23					672.15	672.15	3.25	3.48	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									41615	15:30:20.640	4331627493914																67		Fixation	917	769	242	0.77	210.03	205.78		4993	1168	438	1189	473	1178	455	778	228	320.62	176.51	326.44	166.87	323.53	171.69	231.91	330.86	594.77	300.29	323.61	588.26					672.08	672.08	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									41624	15:30:20.649	4331627502308																67		Fixation	917	769	242	0.77	210.03	205.78		4994	1163	442	1185	476	1174	459	774	232	319.26	175.42	325.32	166.07	322.29	170.74	231.86	330.81	594.78	300.26	323.63	588.38					672.06	672.06	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									41632	15:30:20.657	4331627510557																67		Fixation	917	769	242	0.77	210.03	205.78		4995	1168	437	1180	487	1174	462	774	235	320.49	176.79	323.92	163.20	322.20	169.99	231.87	330.82	594.76	300.29	323.71	588.46					672.05	672.05	3.24	3.49	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									41641	15:30:20.666	4331627519049																67		Fixation	917	769	242	0.77	210.03	205.78		4996	1166	433	1180	488	1173	460	773	233	319.99	178.05	323.90	162.90	321.95	170.48	231.89	330.77	594.68	300.29	323.71	588.50					671.96	671.96	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									41649	15:30:20.674	4331627527222																67		Fixation	917	769	242	0.77	210.03	205.78		4997	1173	428	1184	493	1178	460	778	233	321.97	179.35	324.89	161.40	323.43	170.37	231.84	330.73	594.66	300.25	323.75	588.60					671.92	671.92	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									41657	15:30:20.682	4331627535638																67		Fixation	917	769	242	0.77	210.03	205.78		4998	1170	431	1181	488	1175	459	775	232	321.02	178.37	324.02	162.94	322.52	170.65	231.85	330.76	594.62	300.29	323.84	588.68					671.90	671.90	3.28	3.43	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									41665	15:30:20.690	4331627543880																67		Fixation	917	769	242	0.77	210.03	205.78		4999	1166	432	1181	502	1173	467	773	240	320.07	178.18	324.15	158.85	322.11	168.52	231.88	330.71	594.54	300.29	323.86	588.70					671.80	671.80	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									41674	15:30:20.699	4331627552328																67		Fixation	917	769	242	0.77	210.03	205.78		5000	1159	434	1180	498	1169	466	769	239	318.24	177.74	323.89	159.99	321.07	168.86	231.84	330.67	594.51	300.26	323.90	588.79					671.76	671.76	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									41682	15:30:20.707	4331627560538																67		Fixation	917	769	242	0.77	210.03	205.78		5001	1160	439	1184	494	1172	466	772	239	318.26	176.14	324.99	161.16	321.63	168.65	231.87	330.70	594.46	300.29	323.96	588.87					671.74	671.74	3.23	3.42	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									41691	15:30:20.716	4331627569100																67		Fixation	917	769	242	0.77	210.03	205.78		5002	1160	440	1183	484	1171	462	771	235	318.27	176.11	324.59	163.97	321.43	170.04	231.90	330.64	594.39	300.33	323.99	588.86					671.63	671.63	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									41699	15:30:20.724	4331627577242																67		Fixation	917	769	242	0.77	210.03	205.78		5003	1166	446	1183	482	1174	464	774	237	319.93	174.39	324.84	164.52	322.39	169.45	231.88	330.59	594.38	300.30	324.00	588.94					671.61	671.61	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									41707	15:30:20.732	4331627585536																67		Fixation	917	769	242	0.77	210.03	205.78		5004	1164	445	1179	492	1171	468	771	241	319.46	174.67	323.50	161.75	321.48	168.21	231.90	330.62	594.36	300.35	324.05	589.00					671.60	671.60	3.30	3.47	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									41715	15:30:20.740	4331627593892																67		Fixation	917	769	242	0.77	210.03	205.78		5005	1163	455	1180	502	1171	478	771	251	319.29	172.00	323.85	158.91	321.57	165.45	231.94	330.55	594.30	300.37	324.01	588.98					671.52	671.52	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									41724	15:30:20.749	4331627602253																67		Fixation	917	769	242	0.77	210.03	205.78		5006	1161	436	1178	508	1169	472	769	245	318.75	176.98	323.33	157.34	321.04	167.16	231.90	330.53	594.30	300.35	324.01	589.02					671.51	671.51	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									41732	15:30:20.757	4331627610539																67		Fixation	917	769	242	0.77	210.03	205.78		5007	1164	435	1183	492	1173	463	773	236	319.63	177.34	324.68	161.75	322.16	169.54	231.94	330.57	594.30	300.40	324.03	589.05					671.52	671.52	3.21	3.39	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									41741	15:30:20.766	4331627619009																67		Fixation	917	769	242	0.77	210.03	205.78		5008	1164	436	1183	477	1173	456	773	229	319.45	177.00	324.60	165.86	322.03	171.43	231.98	330.53	594.26	300.41	324.00	588.99					671.47	671.47	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									41749	15:30:20.774	4331627627205																67		Fixation	917	769	242	0.77	210.03	205.78		5009	1161	426	1188	473	1174	449	774	222	318.61	179.88	326.10	166.95	322.35	173.42	231.93	330.54	594.26	300.37	324.00	589.00					671.47	671.47	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									41757	15:30:20.782	4331627635654																67		Fixation	917	769	242	0.77	210.03	205.78		5010	1159	436	1185	486	1172	461	772	234	318.03	177.06	325.36	163.40	321.70	170.23	231.95	330.59	594.26	300.42	324.04	589.01					671.50	671.50	3.24	3.46	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									41765	15:30:20.790	4331627643893																67		Fixation	917	769	242	0.77	210.03	205.78		5011	1159	435	1184	499	1171	467	771	240	318.19	177.29	324.91	159.78	321.55	168.53	231.99	330.55	594.21	300.42	324.02	588.95					671.44	671.44	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									41774	15:30:20.799	4331627652340																67		Fixation	917	769	242	0.77	210.03	205.78		5012	1164	456	1191	506	1177	481	777	254	319.48	171.63	326.87	157.95	323.17	164.79	231.94	330.54	594.21	300.38	324.01	588.95					671.43	671.43	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									41782	15:30:20.807	4331627660535																67		Fixation	917	769	242	0.77	210.03	205.78		5013	1168	453	1198	498	1183	475	783	248	320.66	172.50	328.71	160.19	324.69	166.34	231.97	330.58	594.18	300.43	324.04	588.96					671.43	671.43	3.22	3.40	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									41791	15:30:20.816	4331627668979																67		Fixation	917	769	242	0.77	210.03	205.78		5014	1164	443	1200	491	1182	467	782	240	319.37	175.05	329.33	161.95	324.35	168.50	232.01	330.49	594.11	300.44	323.99	588.89					671.31	671.31	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									41799	15:30:20.824	4331627677209																67		Fixation	917	769	242	0.77	210.03	205.78		5015	1165	441	1192	486	1178	463	778	236	319.67	175.63	327.13	163.49	323.40	169.56	231.97	330.43	594.05	300.41	323.95	588.90					671.23	671.23	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									41807	15:30:20.832	4331627685634																67		Fixation	917	769	242	0.77	210.03	205.78		5016	1162	441	1185	498	1173	469	773	242	318.97	175.71	325.14	159.94	322.06	167.82	232.00	330.39	593.97	300.46	323.94	588.89					671.15	671.15	3.25	3.46	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									41815	15:30:20.840	4331627693882																67		Fixation	917	769	242	0.77	210.03	205.78		5017	1168	445	1178	506	1173	475	773	248	320.49	174.73	323.35	157.94	321.92	166.33	232.03	330.27	593.82	300.46	323.86	588.83					670.96	670.96	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									41824	15:30:20.849	4331627702254																67		Fixation	917	769	242	0.77	210.03	205.78		5018	1188	466	1178	510	1183	488	783	261	326.03	168.95	323.30	156.73	324.66	162.84	231.99	330.17	593.71	300.42	323.82	588.82					670.81	670.81	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									41832	15:30:20.857	4331627710642																67		Fixation	917	769	242	0.77	210.03	205.78		5019	1188	466	1178	507	1183	486	783	259	326.02	168.93	323.39	157.48	324.71	163.21	232.01	330.11	593.58	300.45	323.84	588.77					670.66	670.66	3.19	3.46	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									41840	15:30:20.865	4331627718905																67		Fixation	917	769	242	0.77	210.03	205.78		5020	1170	447	1181	493	1175	470	775	243	321.06	174.15	324.26	161.52	322.66	167.83	232.05	330.00	593.38	300.45	323.78	588.67					670.44	670.44	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									41849	15:30:20.874	4331627727227																67		Fixation	917	769	242	0.77	210.03	205.78		5021	1158	437	1175	496	1166	466	766	239	317.81	176.87	322.50	160.50	320.15	168.68	232.02	329.91	593.25	300.42	323.75	588.63					670.28	670.28	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									41857	15:30:20.882	4331627735609																67		Fixation	917	769	242	0.77	210.03	205.78		5022	1167	434	1178	495	1172	464	772	237	320.36	177.71	323.46	160.90	321.91	169.30	232.04	329.87	593.11	300.45	323.77	588.59					670.14	670.14	3.18	3.43	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									41865	15:30:20.890	4331627743905																67		Fixation	917	769	242	0.77	210.03	205.78		5023	1164	430	1174	510	1169	470	769	243	319.51	178.64	322.35	156.79	320.93	167.71	232.08	329.77	592.94	300.46	323.73	588.51					669.94	669.94	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									41874	15:30:20.899	4331627752262																67		Fixation	917	769	242	0.77	210.03	205.78		5024	1176	450	1179	508	1177	479	777	252	322.88	173.26	323.50	157.35	323.19	165.30	232.05	329.69	592.85	300.43	323.69	588.50					669.82	669.82	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									41882	15:30:20.907	4331627760554																67		Fixation	917	769	242	0.77	210.03	205.78		5025	1174	448	1174	508	1174	478	774	251	322.12	173.91	322.27	157.43	322.20	165.67	232.06	329.65	592.78	300.46	323.70	588.49					669.74	669.74	3.19	3.45	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									41890	15:30:20.915	4331627768881																67		Fixation	917	769	242	0.77	210.03	205.78		5026	1164	420	1172	493	1168	456	768	229	319.42	181.50	321.60	161.37	320.51	171.44	232.11	329.59	592.68	300.46	323.64	588.45					669.62	669.62	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									41899	15:30:20.924	4331627777318																67		Fixation	917	769	242	0.77	210.03	205.78		5027	1164	420	1167	492	1165	456	765	229	319.42	181.50	320.39	161.66	319.90	171.58	232.08	329.54	592.67	300.44	323.60	588.49					669.59	669.59	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									41907	15:30:20.932	4331627785667																67		Fixation	917	769	242	0.77	210.03	205.78		5028	1155	450	1174	495	1164	472	764	245	316.95	173.35	322.13	160.87	319.54	167.11	232.09	329.55	592.69	300.45	323.62	588.52					669.61	669.61	3.25	3.44	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									41915	15:30:20.940	4331627793868																67		Fixation	917	769	242	0.77	210.03	205.78		5029	1158	447	1178	501	1168	474	768	247	317.87	174.08	323.21	159.20	320.54	166.64	232.11	329.50	592.69	300.47	323.59	588.49					669.59	669.59	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									41924	15:30:20.949	4331627802243																67		Fixation	917	769	242	0.77	210.03	205.78		5030	1162	446	1181	488	1171	467	771	240	318.91	174.29	324.02	162.92	321.47	168.60	232.08	329.50	592.75	300.44	323.58	588.55					669.64	669.64	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									41932	15:30:20.957	4331627810571																67		Fixation	917	769	242	0.77	210.03	205.78		5031	1167	443	1175	490	1171	466	771	239	320.22	175.28	322.52	162.29	321.37	168.78	232.08	329.59	592.82	300.46	323.65	588.59					669.75	669.75	3.21	3.43	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									41941	15:30:20.966	4331627819002																67		Fixation	917	769	242	0.77	210.03	205.78		5032	1168	427	1173	489	1170	458	770	231	320.49	179.47	321.99	162.55	321.24	171.01	232.10	329.61	592.85	300.47	323.66	588.57					669.78	669.78	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									41949	15:30:20.974	4331627827194																67		Fixation	917	769	242	0.77	210.03	205.78		5033	1167	440	1170	484	1168	462	768	235	320.27	176.10	321.19	163.91	320.73	170.00	232.09	329.68	592.95	300.44	323.68	588.62					669.91	669.91	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									41957	15:30:20.982	4331627835552																67		Fixation	917	769	242	0.77	210.03	205.78		5034	1167	440	1170	488	1168	464	768	237	320.28	176.10	321.15	162.89	320.72	169.50	232.09	329.79	593.07	300.48	323.76	588.64					670.06	670.06	3.16	3.43	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									41965	15:30:20.990	4331627843908																67		Fixation	917	769	242	0.77	210.03	205.78		5035	1160	431	1172	491	1166	461	766	234	318.51	178.36	321.63	161.87	320.07	170.11	232.11	329.87	593.15	300.48	323.75	588.61					670.17	670.17	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									41974	15:30:20.999	4331627852261																67		Fixation	917	769	242	0.77	210.03	205.78		5036	1153	450	1180	477	1166	463	766	236	316.44	173.18	323.89	165.94	320.16	169.56	232.08	329.93	593.33	300.46	323.75	588.66					670.36	670.36	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									41982	15:30:21.007	4331627860596																67		Fixation	917	769	242	0.77	210.03	205.78		5037	1153	438	1185	471	1169	454	769	227	316.59	176.58	325.23	167.57	320.91	172.08	232.09	330.06	593.54	300.50	323.78	588.71					670.60	670.60	3.21	3.52	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									41991	15:30:21.016	4331627868981																67		Fixation	917	769	242	0.77	210.03	205.78		5038	1157	440	1210	438	1183	439	783	212	317.60	176.07	332.23	176.52	324.91	176.30	232.12	330.12	593.71	300.50	323.74	588.71					670.78	670.78	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									41999	15:30:21.024	4331627877283																67		Fixation	917	769	242	0.77	210.03	205.78		5039	1159	467	1174	487	1166	477	766	250	318.19	168.44	322.27	163.10	320.23	165.77	232.07	330.19	593.96	300.47	323.70	588.78					671.03	671.03	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									42007	15:30:21.032	4331627885575																67		Fixation	917	769	242	0.77	210.03	205.78		5040	1160	467	1166	486	1163	476	763	249	318.27	168.47	320.15	163.37	319.21	165.92	232.09	330.33	594.19	300.51	323.73	588.81					671.30	671.30	3.21	3.40	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									42015	15:30:21.040	4331627893868																67		Fixation	917	769	242	0.77	210.03	205.78		5041	1160	469	1172	501	1166	485	766	258	318.48	167.94	321.59	159.10	320.03	163.52	232.11	330.42	594.35	300.52	323.70	588.79					671.48	671.48	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									42024	15:30:21.049	4331627902257																67		Fixation	917	769	242	0.77	210.03	205.78		5042	1163	441	1174	502	1168	471	768	244	319.21	175.63	322.20	158.93	320.71	167.28	232.07	330.53	594.53	300.49	323.71	588.81					671.70	671.70	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									42032	15:30:21.057	4331627910572																67		Fixation	917	769	242	0.77	210.03	205.78		5043	1166	441	1168	514	1167	477	767	250	319.96	175.69	320.47	155.78	320.22	165.74	232.09	330.68	594.71	300.54	323.78	588.80					671.93	671.93	3.27	3.45	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									42040	15:30:21.065	4331627918882																67		Fixation	917	769	242	0.77	210.03	205.78		5044	1163	431	1160	503	1161	467	761	240	319.31	178.49	318.35	158.58	318.83	168.54	232.12	330.79	594.79	300.54	323.78	588.74					672.05	672.05	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									42049	15:30:21.074	4331627927206																67		Fixation	917	769	242	0.77	210.03	205.78		5045	1155	437	1166	500	1160	468	760	241	317.11	176.95	320.07	159.63	318.59	168.29	232.07	330.88	594.91	300.51	323.80	588.76					672.20	672.20	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									42057	15:30:21.082	4331627935553																67		Fixation	917	769	242	0.77	210.03	205.78		5046	1160	410	1176	483	1168	446	768	219	318.34	184.30	322.83	164.20	320.58	174.25	232.10	330.99	595.00	300.56	323.86	588.77					672.33	672.33	3.23	3.41	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									42065	15:30:21.090	4331627943859																67		Fixation	917	769	242	0.77	210.03	205.78		5047	1159	441	1180	491	1169	466	769	239	318.15	175.86	323.97	161.87	321.06	168.87	232.14	331.00	595.00	300.58	323.84	588.73					672.34	672.34	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									42074	15:30:21.099	4331627952213																67		Fixation	917	769	242	0.77	210.03	205.78		5048	1156	441	1171	494	1163	467	763	240	317.39	175.74	321.28	161.04	319.34	168.39	232.08	330.99	595.04	300.53	323.81	588.77					672.37	672.37	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									42082	15:30:21.107	4331627960511																67		Fixation	917	769	242	0.77	210.03	205.78		5049	1151	449	1168	495	1159	472	759	245	315.82	173.49	320.55	160.97	318.18	167.23	232.12	330.99	595.04	300.58	323.83	588.79					672.37	672.37	3.30	3.43	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									42090	15:30:21.115	4331627968926																67		Fixation	917	769	242	0.77	210.03	205.78		5050	1149	452	1172	489	1160	470	760	243	315.41	172.70	321.64	162.55	318.52	167.62	232.14	330.89	594.97	300.57	323.77	588.76					672.25	672.25	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									42099	15:30:21.124	4331627977278																67		Fixation	917	769	242	0.77	210.03	205.78		5051	1152	458	1177	489	1164	473	764	246	316.17	171.06	323.01	162.65	319.59	166.85	232.09	330.82	594.92	300.53	323.73	588.79					672.18	672.18	-1.00	-1.00	0	0				
1/26/2016	3.3.1	Testing	New test	P09	Male	Asian	Rec 10	1/26/2016	88386	1920 x 1080		I-VT filter	g5dv.avi	400	227	1120	626									42107	15:30:21.132	4331627985628																67		Fixation	917	769	242	0.77	210.03	205.78		5052	1159	453	1174	491	1166	472	766	245	318.04	172.50	322.32	161.93	320.18	167.22	232.10	330.79	594.87	300.57	323.73	588.77					672.11	672.11	3.33	3.40	0	0				
